right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z
0.3744756877422333,0.5153732895851135,0.0729692280292511,0.31426116824150085,0.4855678081512451,0.1567276418209076,0.2459896355867386,0.43387794494628906,0.10067111253738403,0.4817175269126892,0.5227628350257874,-0.14559568464756012,0.5050037503242493,0.6211000680923462,-0.2087262123823166,0.49937644600868225,0.719979465007782,-0.3219676911830902
0.37502676248550415,0.514591634273529,0.0827658399939537,0.3168065547943115,0.48562756180763245,0.154244065284729,0.24594904482364655,0.4333946108818054,0.10067097842693329,0.4805542826652527,0.5230858325958252,-0.13748116791248322,0.5049099326133728,0.6213072538375854,-0.19884903728961945,0.49917998909950256,0.720642626285553,-0.28187403082847595
0.3753851354122162,0.513624370098114,0.08403199166059494,0.3180171847343445,0.48565107583999634,0.15330781042575836,0.24607227742671967,0.4333594739437103,0.10068441182374954,0.48049619793891907,0.5234012603759766,-0.1295900195837021,0.504910945892334,0.6213101148605347,-0.18777720630168915,0.49910637736320496,0.7207208275794983,-0.27484574913978577
0.37573912739753723,0.5129356980323792,0.08575566858053207,0.31895914673805237,0.4857240617275238,0.1533447802066803,0.2462506741285324,0.4332982003688812,0.10172779858112335,0.4804593622684479,0.523734450340271,-0.12763535976409912,0.5049136877059937,0.6213192343711853,-0.18465515971183777,0.49906858801841736,0.7208147048950195,-0.2716084122657776
0.3765370845794678,0.5120516419410706,0.0848323181271553,0.3203205168247223,0.4858631193637848,0.15343967080116272,0.24631521105766296,0.43261197209358215,0.1008739024400711,0.48070597648620605,0.5237775444984436,-0.12451645731925964,0.5052255988121033,0.6213099360466003,-0.17556628584861755,0.4990657866001129,0.720829427242279,-0.267363041639328
0.37717917561531067,0.5116010308265686,0.08641786128282547,0.32130321860313416,0.48602113127708435,0.15520735085010529,0.24640986323356628,0.43219175934791565,0.10146282613277435,0.48081469535827637,0.5238731503486633,-0.12237060070037842,0.5055685043334961,0.6212354302406311,-0.17283125221729279,0.4990554749965668,0.7208297848701477,-0.2650231719017029
0.37734049558639526,0.5113678574562073,0.06731778383255005,0.321228563785553,0.4856109023094177,0.13185074925422668,0.2464359551668167,0.4284820258617401,0.07264241576194763,0.4810919463634491,0.5238813757896423,-0.12058952450752258,0.5064156651496887,0.6210439205169678,-0.16415025293827057,0.4990776777267456,0.7204951047897339,-0.2685590386390686
0.37745633721351624,0.5111463069915771,0.06184551492333412,0.3212142586708069,0.48529052734375,0.12844634056091309,0.24650609493255615,0.4268416166305542,0.07020105421543121,0.4812680184841156,0.5238768458366394,-0.12093785405158997,0.5069195628166199,0.6209540963172913,-0.16343954205513,0.49909508228302,0.7203667163848877,-0.2702488601207733
0.3778516352176666,0.5106713771820068,0.05114801600575447,0.3214643895626068,0.48360347747802734,0.10859201848506927,0.24722138047218323,0.4224208891391754,0.04044974222779274,0.48175203800201416,0.5240607261657715,-0.11125898361206055,0.5080708265304565,0.6209078431129456,-0.14886002242565155,0.4993240535259247,0.7197960019111633,-0.268017053604126
0.37813666462898254,0.5102582573890686,0.04942212253808975,0.3215768039226532,0.48236578702926636,0.10734875500202179,0.2475583255290985,0.42055708169937134,0.039731111377477646,0.48208028078079224,0.524157702922821,-0.1096150204539299,0.5087430477142334,0.6208627223968506,-0.14733418822288513,0.49949201941490173,0.7194073796272278,-0.2675308585166931
